ow	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
111	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56A	1	y-3434.5+3434.5 = 1955.17/3282.87+3434.5	2005-09-16 12:30:36.0	2005-09-16 12:30:42.0	2005-09-16 12:30:42.0	2005-09-16 12:31:24.0	48	48		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	12
112	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56A	1	y = 1955.17/3282.87+3434.5	2005-09-16 12:31:24.0	2005-09-16 12:32:28.0	2005-09-16 12:33:53.0	2005-09-16 12:33:53.0	149		149	0	1	2	1		
113	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56A	1	FinalAnswer	2005-09-16 12:33:53.0	2005-09-16 12:34:31.0	2005-09-16 12:34:31.0	2005-09-16 12:36:17.0	76	76		1	0	0	2	simplify-fractions-sp~~combine-like-terms-sp	8~~9
114	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56A	1	y = 0.59556729+3434.5	2005-09-16 12:34:31.0	2005-09-16 12:35:05.0	2005-09-16 12:35:39.0	2005-09-16 12:35:39.0	68		68	0	1	0	1	[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]	2~~5
115	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	-2.51(y-38.2) = -21.48	2005-09-16 12:36:25.0	2005-09-16 12:37:04.0	2005-09-16 12:37:04.0	2005-09-16 12:37:04.0	39	39		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	25
116	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	-2.51(y-38.2)/-2.51 = -21.48/-2.51	2005-09-16 12:37:04.0	2005-09-16 12:37:13.0	2005-09-16 12:37:13.0	2005-09-16 12:37:29.0	25	25		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	8
117	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	y-38.2 = -21.48/-2.51	2005-09-16 12:37:29.0	2005-09-16 12:37:42.0	2005-09-16 12:37:42.0	2005-09-16 12:37:42.0	13	13		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	33
118	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	y-38.2+38.2 = -21.48/-2.51+38.2	2005-09-16 12:37:42.0	2005-09-16 12:37:46.0	2005-09-16 12:37:46.0	2005-09-16 12:38:19.0	37	37		1	1	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	13
119	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	y = -21.48/-2.51+38.2	2005-09-16 12:38:19.0	2005-09-16 12:38:34.0	2005-09-16 12:38:45.0	2005-09-16 12:38:45.0	26		26	0	1	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	6
120	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	1	FinalAnswer	2005-09-16 12:38:45.0	2005-09-16 12:39:52.0	2005-09-16 12:39:52.0	2005-09-16 12:39:52.0	67	67		1	0	0	1	combine-like-terms-sp	10
121	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	94.78(y+50.4) = 97.17	2005-09-16 12:39:58.0	2005-09-16 12:40:11.0	2005-09-16 12:40:11.0	2005-09-16 12:40:11.0	13	13		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	26
122	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	94.78(y+50.4)/94.78 = 97.17/94.78	2005-09-16 12:40:11.0	2005-09-16 12:40:21.0	2005-09-16 12:40:21.0	2005-09-16 12:40:36.0	25	25		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	9
123	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	y+50.4 = 97.17/94.78	2005-09-16 12:40:36.0	2005-09-16 12:41:02.0	2005-09-16 12:41:02.0	2005-09-16 12:41:02.0	26	26		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	34
124	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	y+50.4-50.4 = 97.17/94.78-50.4	2005-09-16 12:41:02.0	2005-09-16 12:41:05.0	2005-09-16 12:41:05.0	2005-09-16 12:41:23.0	21	21		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	14
125	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	y = 97.17/94.78-50.4	2005-09-16 12:41:23.0	2005-09-16 12:41:31.0	2005-09-16 12:41:31.0	2005-09-16 12:41:31.0	8	8		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	7
126	0BrbPbwCMz	Unit ES_04, Section ES_04-8	EG56	2	FinalAnswer	2005-09-16 12:41:31.0	2005-09-16 12:42:07.0	2005-09-16 12:42:11.0	2005-09-16 12:42:11.0	40		40	0	1	0	1	combine-like-terms-sp	11
127	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57A	1	(-26x-12)/18 = -43	2005-09-16 12:42:20.0	2005-09-16 12:46:35.0	2005-09-16 12:46:35.0	2005-09-16 12:46:35.0	255	255		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	27~~10
128	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57A	1	-26x-12 = -774	2005-09-16 12:46:35.0	2005-09-16 12:46:50.0	2005-09-16 12:46:50.0	2005-09-16 12:46:50.0	15	15		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	35~~5
129	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57A	1	-26x = -762	2005-09-16 12:46:50.0	2005-09-16 12:46:59.0	2005-09-16 12:46:59.0	2005-09-16 12:46:59.0	9	9		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	11~~5
130	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57	1	6 = (4x-8)/7	2005-09-16 12:47:07.0	2005-09-16 12:47:21.0	2005-09-16 12:47:21.0	2005-09-16 12:47:21.0	14	14		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	28~~12
131	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57	1	42 = 4x-8	2005-09-16 12:47:21.0	2005-09-16 12:47:29.0	2005-09-16 12:47:29.0	2005-09-16 12:47:29.0	8	8		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	36~~6
132	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57	1	50 = 4x	2005-09-16 12:47:29.0	2005-09-16 12:47:40.0	2005-09-16 12:47:40.0	2005-09-16 12:47:40.0	11	11		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	6~~13
133	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57A	2	(1x+1)/-23 = -36	2005-09-16 12:47:44.0	2005-09-16 12:49:16.0	2005-09-16 12:49:16.0	2005-09-16 12:49:16.0	92	92		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	29~~14
134	0BrbPbwCMz	Unit ES_04, Section ES_04-9	EG57A	2	x+1 = 828	2005-09-16 12:49:16.0	2005-09-16 12:49:26.0	2005-09-16 12:49:26.0	2005-09-16 12:49:26.0	10	10		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]	37~~6
135	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	1	5 = (-36y-26)/37	2005-09-16 12:49:31.0	2005-09-16 12:50:15.0	2005-09-16 12:50:15.0	2005-09-16 12:50:15.0	44	44		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	30~~15
136	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	1	5*37 = (-36y-26)/37*37	2005-09-16 12:50:15.0	2005-09-16 12:50:36.0	2005-09-16 12:50:36.0	2005-09-16 12:50:51.0	36	36		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	10
137	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	1	185 = -36y-26	2005-09-16 12:50:51.0	2005-09-16 12:51:21.0	2005-09-16 12:51:21.0	2005-09-16 12:51:21.0	30	30		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	38~~7
138	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	1	185+26 = -36y-26+26	2005-09-16 12:51:21.0	2005-09-16 12:51:42.0	2005-09-16 12:51:42.0	2005-09-16 12:51:42.0	21	21		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	15
139	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	9 = (35x-11)/-30	2005-09-21 12:25:56.0	2005-09-21 12:27:32.0	2005-09-21 12:27:50.0	2005-09-21 12:27:50.0	114		114	0	0	3	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	31~~16
140	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	9*-30 = (35x-11)/-30*-30	2005-09-21 12:27:50.0	2005-09-21 12:28:08.0	2005-09-21 12:28:08.0	2005-09-21 12:28:22.0	32	32		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	11
141	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	-270 = 35x-11	2005-09-21 12:28:22.0	2005-09-21 12:28:34.0	2005-09-21 12:28:34.0	2005-09-21 12:28:34.0	12	12		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	39~~8
142	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	-270+11 = 35x-11+11	2005-09-21 12:28:34.0	2005-09-21 12:28:52.0	2005-09-21 12:28:52.0	2005-09-21 12:28:58.0	24	24		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	16
143	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	-259 = 35x	2005-09-21 12:28:58.0	2005-09-21 12:29:03.0	2005-09-21 12:29:03.0	2005-09-21 12:29:03.0	5	5		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	7~~17
144	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57A	2	-259/35 = 35x/35	2005-09-21 12:29:03.0	2005-09-21 12:29:05.0	2005-09-21 12:29:05.0	2005-09-21 12:29:25.0	22	22		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	6
145	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	(3x+4)/-5 = -4	2005-09-21 12:29:31.0	2005-09-21 12:29:41.0	2005-09-21 12:29:41.0	2005-09-21 12:29:41.0	10	10		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	32~~18
146	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	(3x+4)/-5*-5 = -4*-5	2005-09-21 12:29:41.0	2005-09-21 12:29:56.0	2005-09-21 12:29:56.0	2005-09-21 12:30:20.0	39	39		1	1	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	12
147	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	3x+4 = 20	2005-09-21 12:30:20.0	2005-09-21 12:30:25.0	2005-09-21 12:30:25.0	2005-09-21 12:30:25.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	40
148	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	3x+4-4 = 20-4	2005-09-21 12:30:25.0	2005-09-21 12:30:31.0	2005-09-21 12:30:36.0	2005-09-21 12:30:41.0	16		16	0	1	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	17
149	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	3x = 16	2005-09-21 12:30:41.0	2005-09-21 12:30:47.0	2005-09-21 12:30:47.0	2005-09-21 12:30:47.0	6	6		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	8~~19
150	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	1	3x/3 = 16/3	2005-09-21 12:30:47.0	2005-09-21 12:30:51.0	2005-09-21 12:30:51.0	2005-09-21 12:31:12.0	25	25		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	7
151	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	9 = (10x+9)/5	2005-09-21 12:31:18.0	2005-09-21 12:31:24.0	2005-09-21 12:31:24.0	2005-09-21 12:31:24.0	6	6		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	33~~20
152	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	9*5 = (10x+9)/5*5	2005-09-21 12:31:24.0	2005-09-21 12:31:28.0	2005-09-21 12:31:28.0	2005-09-21 12:31:38.0	14	14		1	0	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	13
153	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	45 = 10x+9	2005-09-21 12:31:38.0	2005-09-21 12:31:43.0	2005-09-21 12:31:43.0	2005-09-21 12:31:43.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	41
154	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	45-9 = 10x+9-9	2005-09-21 12:31:43.0	2005-09-21 12:31:47.0	2005-09-21 12:31:47.0	2005-09-21 12:32:07.0	24	24		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	18
155	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	36 = 10x	2005-09-21 12:32:07.0	2005-09-21 12:32:13.0	2005-09-21 12:32:13.0	2005-09-21 12:32:13.0	6	6		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	9~~21
156	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	2	36/10 = 10x/10	2005-09-21 12:32:13.0	2005-09-21 12:32:19.0	2005-09-21 12:32:19.0	2005-09-21 12:32:33.0	20	20		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	8
157	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	-5 = (8x-2)/-6	2005-09-21 12:32:38.0	2005-09-21 12:32:52.0	2005-09-21 12:32:52.0	2005-09-21 12:32:52.0	14	14		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	34~~22
158	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	-5*-6 = (8x-2)/-6*-6	2005-09-21 12:32:52.0	2005-09-21 12:32:59.0	2005-09-21 12:33:08.0	2005-09-21 12:33:16.0	24		24	0	1	0	2	[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]]	14
159	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	30 = 8x-2	2005-09-21 12:33:16.0	2005-09-21 12:33:21.0	2005-09-21 12:33:21.0	2005-09-21 12:33:21.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	42~~9
